county,state,fips,2015,2016,2017,2018
Monongalia,west virginia,54061,6110786,6134125,6188533,6244073
Washington,rhode island,44009,5940989,5878588,5938011,6252824
Mesa,colorado,8077,5757436,5695220,5970021,6253144
Anderson,south carolina,45007,5675816,5798253,6005398,6278912
Wood,ohio,39173,5949133,6045965,6103637,6283101
Livingston,michigan,26093,5761800,5950163,6131153,6289053
Hays,texas,48209,5428938,5709953,5969966,6291164
Medina,ohio,39103,6115445,6179047,6250513,6362804
Bartholomew,indiana,18005,5804117,5827358,6063299,6363058
Porter,indiana,18127,6134776,6296503,6292093,6370405
Cabarrus,north carolina,37025,5842702,6157715,6466497,6399369
La Crosse,wisconsin,55063,6359555,6170969,6297477,6470471
Yavapai,arizona,4025,5837276,6038037,6263132,6481866
Macon,illinois,17115,6554747,6405913,6238665,6523486
Hampton,virginia,51650,6429391,6430945,6594347,6525663
Lycoming,pennsylvania,42081,6629559,6519510,6569871,6530249
Campbell + Lynchburg,virginia,51031,6272954,6268368,6371776,6546103
Beaufort,south carolina,45013,6281508,6385554,6383085,6565845
St. Mary's,maryland,24037,6285462,6408602,6402262,6611288
Roanoke,virginia,51161,6552223,6590297,6535194,6633697
Berkshire,massachusetts,25003,6539113,6577320,6563795,6659360
Kent,delaware,10001,6585361,6654062,6621713,6700040
Sheboygan,wisconsin,55117,6204909,6412720,6619831,6700198
Florence,south carolina,45041,6253463,6425030,6588212,6747394
Doña Ana,new mexico,35013,6597222,6788949,6712348,6757266
Howard,texas,48227,3215304,3723152,5093480,6757873
Coconino,arizona,4005,6251840,6396139,6753461,6770442
Gaston,north carolina,37071,6270238,6331095,6530380,6804692
Hunterdon,new jersey,34019,6603611,6541100,6838373,6811313
Hampshire,massachusetts,25015,6540484,6599855,6751489,6838493
Sarpy,nebraska,31153,6568133,6673011,6809589,6860214
Berrien,michigan,26021,6438915,6586651,6828838,6877563
Clarke,georgia,13059,6390311,6539802,6747725,6890589
Pinal,arizona,4021,6467645,6590811,6571381,6936698
Martin,florida,12085,6608423,6603563,6723319,6946903
Kenton,kentucky,21117,6366621,6611468,6611565,6947960
Rock,wisconsin,55105,6424849,6574748,6634276,7013004
Berkeley,south carolina,45015,6132712,6502264,6694118,7034739
Washington,maryland,24043,6682471,6888801,6876083,7053214
DeWitt,texas,48123,9341325,8052986,7413069,7076798
Madera,california,6039,5982371,6418227,6658105,7099931
Black Hawk,iowa,19013,7466513,6835480,6895327,7115887
Beaver,pennsylvania,42007,6615525,6525338,6725165,7129597
Sullivan,tennessee,47163,6805720,6843903,6913718,7134333
Cleveland,oklahoma,40027,7218155,7035475,6984853,7136979
Ouachita,louisiana,22073,6891832,7164425,7194183,7285480
Trumbull,ohio,39155,7507122,7323882,7129207,7324549
St. Johns,florida,12109,6265006,6634305,7027715,7357931
Upton,texas,48461,4817268,5503600,6762302,7369575
Schenectady,new york,36093,7372128,7455772,7426193,7384149
Iredell,north carolina,37097,7133047,7260397,7230451,7394300
York,androscoggin,23031,6758274,6908370,7149557,7424554
Skagit,washington,53057,6335658,6596820,7122050,7469437
Nash,north carolina,37127,7117694,7692590,7608901,7510036
Jackson,mississippi,28059,6746245,7030782,7336887,7522803
Allen,ohio,39003,7017857,7137897,7249480,7558930
Bay,florida,12005,7264429,7348864,7463278,7606775
Clermont,ohio,39025,7418889,7195908,7471274,7620619
El Dorado,california,6017,6601749,7043191,7419868,7653908
Shasta,california,6089,7010541,7289876,7635618,7655080
Orange,north carolina,37135,7032675,7223097,7341967,7675148
Litchfield,connecticut,9005,7567652,7532359,7470812,7688830
Pitt,north carolina,37147,7526442,7534598,7719111,7778281
Potter,texas,48375,7644413,7554164,7553063,7785463
La Salle,texas,48283,8451546,6730787,7403097,7789093
Lea,new mexico,35025,6677616,6023175,6626799,7791593
Yuma,arizona,4027,6776399,7370372,7783381,7874389
Gregg,texas,48183,7851814,7432406,7554845,7899636
Harrison,mississippi,28047,7776723,7761323,7827323,7904206
Centre,pennsylvania,42027,7565612,7728852,7926572,7929168
Washington,oklahoma,40147,7182351,7986634,7978470,7936430
Stearns,minnesota,27145,7531881,7707380,7908438,7972940
Bibb,georgia,13021,7746567,7651253,7746876,7980755
Hutchinson,texas,48233,4908939,9380312,8903931,7999065
Imperial,california,6025,7759415,8016694,8189014,8038068
Broomfield,colorado,8014,7595628,7596604,8366371,8050690
Marathon,wisconsin,55073,7626366,7668190,7876207,8056817
Kent,rhode island,44003,7956719,7986785,7923102,8086479
Saginaw,michigan,26145,7741964,7929192,7943763,8120484
Hawaii,hawaii,15001,7233030,7524692,7867421,8124355
Boone,missouri,29019,7857989,7935639,8005117,8140223
Boone,kentucky,21015,7318891,7600790,7867282,8145159
Onslow,north carolina,37133,7823390,8207955,8005278,8155742
Deschutes,oregon,41017,6672082,7303591,7892078,8195615
Tazewell,illinois,17179,10118112,9108186,8177447,8206096
Scott,iowa,19163,8160232,8052003,8012364,8208858
Jackson,oregon,41029,7384730,7700451,7957275,8219635
Eddy,new mexico,35015,7224246,7048553,7333885,8235321
Catawba,north carolina,37035,7725457,7867830,8129434,8261212
Lake,florida,12069,7452335,7706726,7927962,8284194
St. Lucie,florida,12111,7553019,7824890,8119970,8311311
Tippecanoe,indiana,18157,7693297,7799233,7962074,8355142
Osceola,florida,12097,7709041,7896106,8143986,8374889
Johnson,iowa,19103,8024479,8049250,8281109,8385942
Racine,wisconsin,55101,7958049,8059225,8206941,8450197
Ascension,louisiana,22005,8200541,7922252,8313793,8603284
Mahoning,ohio,39099,8642714,8512047,8594657,8660236
Forsyth,georgia,13117,8294314,8453649,8444083,8676090
Middlesex,connecticut,9007,8782362,8647334,8761274,8706342
Niagara,new york,36063,8388828,8646433,8682100,8730408
Hall,georgia,13139,7807071,8015174,8440946,8764977
Greene,ohio,39057,8178552,8336201,8559962,8796649
Yellowstone,montana,30111,9072491,8508210,8707161,8875311
Merrimack,new hampshire,33013,8493092,8521382,8617333,8883678
Broome,new york,36007,8727400,8703292,8865371,8981867
Shawnee,kansas,20177,8721802,8854716,8827484,9032118
Lackawanna,pennsylvania,42069,8597008,8666241,8738190,9039506
Tuscaloosa,alabama,1125,8593630,8509273,8775197,9042556
St. Tammany,louisiana,22103,8743155,8851818,8897905,9056766
Butte,california,6007,8271641,8685754,9002731,9219915
Marion,florida,12083,8259823,8846178,8922757,9237866
Guadalupe,texas,48187,7892978,8038245,8578658,9253418
Winnebago,wisconsin,55139,8922124,9094803,9131319,9274302
Maui + Kalawao,hawaii,15009,8676225,8985754,9073660,9345639
Merced,california,6047,8595504,8742254,9504388,9435667
Brazos,texas,48041,9015522,9036851,9193538,9525806
Loving,texas,48301,2388278,4188570,6586304,9557235
St. Charles,louisiana,22089,9415697,8566834,9235840,9662139
Chesapeake,virginia,51550,9086819,9194221,9402652,9671615
Muscogee,georgia,13215,9321427,9211393,9560917,9713550
Kanawha,west virginia,54039,9996805,9893973,9728535,9715321
Weber,utah,49057,8869375,9138766,9518290,9727908
Washington,minnesota,27163,8824426,9100043,9506287,9752907
Martin,texas,48317,4473823,5412710,7003980,9798482
Warren,ohio,39165,8786707,9298764,9443616,9800470
Washington,arkansas,5143,9039927,9389303,9676654,9828703
Delaware,ohio,39041,8974761,9271953,9765615,9853034
Yakima,washington,53077,8923543,9340102,9618897,9883248
Napa,california,6055,9214016,9336207,9506546,9999759
Cameron,texas,48061,9544503,9659865,9737643,10011608
Lorain,ohio,39093,9956275,9878722,9892230,10027706
Clay,missouri,29047,9730541,9720712,9903163,10039988
Butler,pennsylvania,42019,9624865,9723458,9854888,10060376
Oneida,new york,36065,9762134,9907398,10042066,10131589
Saratoga,new york,36091,9425616,9519300,9917618,10178558
Smith,texas,48423,9799342,9796738,9904909,10179462
York,south carolina,45091,8930150,9299461,9958107,10183072
McHenry,illinois,17111,10178110,10098988,10166494,10241435
Outagamie,wisconsin,55087,9644027,9892170,10030486,10245306
Shelby,alabama,1117,9434367,9427502,9929586,10317323
Champaign,illinois,17019,10426855,10084549,10009038,10356705
Benton,washington,53005,9610089,9964735,10163070,10378129
Albemarle + Charlottesville,virginia,51003,9508704,9736461,10178056,10415551
Wyandotte,kansas,20209,11280263,10213177,10343504,10433971
Chittenden,vermont,50007,10037015,10219292,10255569,10465797
North Slope Borough,alaska,2185,11130682,10567213,11231169,10469543
Vanderburgh,indiana,18163,10204677,10154562,10363785,10474357
Lake,ohio,39085,10274824,10313229,10343359,10482488
Rock Island,illinois,17161,10216326,10199947,10404094,10496180
Okaloosa,florida,12091,9612196,9792508,10183734,10515093
Sangamon,illinois,17167,10218497,10058948,10125082,10570791
St. Louis,minnesota,27137,9144278,9851128,10050099,10625233
St. Clair,illinois,17163,10538141,10525960,10616286,10679494
Olmsted,minnesota,27109,9480782,9882843,10191913,10738821
Lexington,south carolina,45063,10017161,10460193,10728777,10931139
Cass,north dakota,38017,10994343,10901197,10886640,11198520
Erie,pennsylvania,42049,11262083,11026281,10860163,11200594
Horry,south carolina,45051,10112562,10369975,10953498,11205683
Hinds,mississippi,28049,11183088,11159661,11122469,11214681
Pasco,florida,12101,10230816,10582469,10903869,11238393
Madison,illinois,17119,11100623,10721584,10794089,11293639
Kitsap,washington,53035,10240128,10651098,11035875,11512963
Richmond,georgia,13245,11197372,11263690,11472355,11603709
Buncombe,north carolina,37021,10809496,11063449,11364249,11793788
McLean,illinois,17113,11869056,12002700,11826318,11802499
Harford,maryland,24025,11269904,11452466,11644215,11877161
Elkhart,indiana,18039,10329039,10767472,11979393,12038611
Peoria,illinois,17143,10936082,10717177,11186444,12040364
Newport News,virginia,51700,11437573,11241681,11548368,12053270
New Hanover,north carolina,37129,11268387,11688995,11864700,12296654
McLennan,texas,48309,10826522,11405062,11913463,12347805
Thurston,washington,53067,10799020,11279626,11737238,12398258
Webb,texas,48479,12451869,12360473,12794056,12408193
Alachua,florida,12001,11487691,11755588,12031399,12447381
Northampton,pennsylvania,42095,11930581,12198990,12191945,12457389
Barnstable,massachusetts,25001,11980440,12058261,12192071,12459842
Frederick,maryland,24021,11761902,12069333,12184210,12479134
Lubbock,texas,48303,11775829,11955144,12154015,12523583
Kalamazoo,michigan,26077,11482438,11868155,12087272,12530386
St. Joseph,indiana,18141,12049473,11981120,12094783,12554863
Dutchess,new york,36027,12096100,12206856,12417718,12564796
Manatee,florida,12081,11560828,11902949,12152004,12599063
Montgomery,alabama,1101,12294898,12473078,12457671,12633330
Reeves,texas,48389,4338556,5279109,8533997,12666552
Ector,texas,48135,12169756,10773276,11722833,12844718
Atlantic,new jersey,34001,12705660,12471409,12424734,12863458
Winnebago,illinois,17201,12642576,12582907,12757249,13080810
Westmoreland,pennsylvania,42129,12790203,12649986,12764712,13083629
Ottawa,michigan,26139,12106940,12189756,12703019,13219620
Benton,arkansas,5007,11874454,12095992,12846262,13245065
Karnes,texas,48255,11154194,10296951,12711830,13273827
Caddo,louisiana,22017,12924987,12866194,13077685,13294109
Rutherford,tennessee,47149,12001017,12407135,12805719,13308992
Genesee,michigan,26049,13194798,13122491,13162959,13455676
Spartanburg,south carolina,45083,12110466,12562461,13125872,13481467
Lafayette,louisiana,22055,14161299,13074227,13144874,13515417
Whatcom,washington,53073,11419854,12196675,13306016,13515737
Davis,utah,49011,11888604,12442332,13056779,13565775
Sussex,delaware,10005,14766561,13877300,13422305,13568583
Yolo,california,6113,12532441,12952543,13350147,13751632
Santa Cruz,california,6087,13166978,13370887,13520021,13765700
Cumberland,pennsylvania,42041,13434666,13387426,13515945,13853916
Anoka,minnesota,27003,12997931,13204641,13507196,13920520
Alexandria,virginia,51510,14154087,14123550,14060819,14046724
Escambia,florida,12033,13292392,13455692,13747958,14133569
Leon,florida,12073,12986116,13337263,13747492,14165147
Galveston,texas,48167,13438716,13923623,13991719,14227702
Minnehaha,south dakota,46099,14891991,14730876,14420811,14349976
Gloucester,new jersey,34015,14304875,13985808,14162898,14353051
Marion,oregon,41047,13063620,13622933,13959871,14356411
Calcasieu,louisiana,22019,12688677,13176048,13878425,14399795
Ingham,michigan,26065,13721207,14053425,14177008,14491884
Richmond,new york,36085,13135417,13191421,13466926,14514449
St. Charles,missouri,29183,13458935,13898372,14155370,14793630
Luzerne,pennsylvania,42079,14296940,14330958,14423152,14876375
Bell,texas,48027,14928272,14401726,14599325,14886755
Greene,missouri,29077,14261350,14470597,14742732,15023186
Washington,pennsylvania,42125,14136960,14367271,14657423,15025337
Lane,oregon,41039,13807680,14146848,14683029,15067333
Chesterfield,virginia,51041,14497388,14780976,14984747,15281992
Stark,ohio,39151,15174803,14767795,15081745,15368075
Orange,new york,36071,14672185,14820032,15073314,15425245
Brazoria,texas,48039,14734188,14789436,14863653,15588622
Douglas,colorado,8035,14173343,14332960,15226588,15743268
Collier,florida,12021,14272513,14926141,15140542,15760299
Linn,iowa,19113,15568897,15733507,15560368,15957005
Hamilton,indiana,18057,15087232,15547416,15934100,16176217
Cumberland,north carolina,37051,15932102,15814473,15999225,16269352
Volusia,florida,12127,14882560,15475305,15985757,16446375
San Luis Obispo,california,6079,15388320,15865142,16138584,16536404
Lancaster,nebraska,31109,15483640,15705577,16326207,16557682
Clayton,georgia,13063,15199921,16464790,17009516,16751712
Larimer,colorado,8069,14784676,15358832,16121584,16793330
Chatham,georgia,13051,15362116,15778121,16331323,16849129
Brown,wisconsin,55009,16049449,16375756,16432400,16864677
New London,connecticut,9011,16467459,16657031,16914681,17084801
Sarasota,florida,12115,15905329,16423322,17014502,17814560
Mobile,alabama,1097,17548197,17901624,17642633,17882906
"Prince William, Manassas + Manassas Park",virginia,51153,16906894,17268698,17479834,18138897
Butler,ohio,39017,16808916,17223274,17759787,18352682
Clark,washington,53011,15927492,16499639,17438856,18366219
Tulare,california,6107,16739950,17147139,17773212,18415098
Berks,pennsylvania,42011,18023285,17947700,17911239,18443415
Rockland,new york,36087,19043649,18597075,18363045,18491409
York,pennsylvania,42133,17734523,17953835,18301760,18675558
Richmond,virginia,51159,18631063,18037269,18332497,18851790
Ocean,new jersey,34029,18428288,18517079,18535721,18862944
Rockingham,new hampshire,33015,17607009,18196013,18630704,18938880
Nueces,texas,48355,18864520,18790122,18902397,19117033
Fayette,kentucky,21067,18688907,19071470,19038234,19202370
Cumberland,androscoggin,23005,17697798,18239598,18928099,19382624
Clackamas,oregon,41005,17198027,18108725,18898254,19580688
Allen,indiana,18003,18874695,18938297,19105381,19716158
Seminole,florida,12117,17035220,17812364,18819518,19779928
Virginia Beach,virginia,51810,19737887,19584623,19751882,20081231
Anchorage Municipality,alaska,2020,20856627,20413792,19985366,20329942
Weld,colorado,8123,17290520,17607226,18767550,20531235
Norfolk,virginia,51710,20589676,20485300,20296553,20628226
Williamson,tennessee,47187,19361207,19817193,19766971,20705085
Marin,california,6041,19089876,19648493,19983906,20896027
Hampden,massachusetts,25013,20409531,20442640,20680926,20997698
Hidalgo,texas,48215,19570711,20007112,20381184,21017756
Passaic,new jersey,34031,21494475,21318572,20861160,21166615
Dauphin,pennsylvania,42043,20299060,20476592,20623247,21169400
Forsyth,north carolina,37067,21321563,21293669,21513599,21641338
Lehigh,pennsylvania,42077,20906961,21142432,21101822,21674408
Madison,alabama,1089,19888881,20314558,20825274,21707550
Jefferson,louisiana,22051,21357371,21270881,21341754,21754436
Kane,illinois,17089,21202757,21140553,21471957,21846847
Washtenaw,michigan,26161,20096509,20688097,21313699,21963864
Placer,california,6061,18891434,19854262,21027562,22021571
Montgomery,texas,48339,20106661,20235028,21356063,22369829
Polk,florida,12105,20462688,20928287,21816610,22483500
Lake,indiana,18089,21955845,22285179,22372478,22602046
Williamson,texas,48491,19670590,20619895,22046015,22865231
Washoe,nevada,32031,22157039,22884873,23687744,22976437
Stanislaus,california,6099,21248796,21075833,21993425,23160773
Orleans,louisiana,22071,22624821,22652481,22640166,23196847
Hamilton,tennessee,47065,21548453,22195043,22699612,23273742
Solano,california,6095,21145851,22142123,22841474,23303994
Richland,south carolina,45079,21749024,22134526,22784354,23330091
Brevard,florida,12009,20787350,21514903,22465459,23437467
Spokane,washington,53063,21170521,21689644,22492788,23475758
Jefferson,texas,48245,21956655,23478937,23759625,23729173
Camden,new jersey,34007,22558680,22921961,23199521,23773431
Plymouth,massachusetts,25023,22538066,22708016,23329700,23842961
Bristol,massachusetts,25005,22861560,22793334,23625974,23895996
Adams,colorado,8001,21039417,21995795,22938605,23933937
Howard,maryland,24027,22060113,22850190,23140957,23953910
Utah,utah,49049,20137982,21592926,22615026,24192262
Fort Bend,texas,48157,28277968,22713161,23180856,24423084
Loudoun,virginia,51107,21094147,21787442,23074194,24514020
Knox,tennessee,47093,22659410,23336125,23678562,24573575
Lucas,ohio,39095,24102235,23856108,24073775,24726798
Ada,idaho,16001,21444205,22468149,23670890,24825864
Henrico,virginia,51087,24069678,24244164,24762945,25115683
Burlington,new jersey,34005,24340302,24365768,24747071,25242828
Boulder,colorado,8013,22669578,23423069,24607654,25319458
Hillsborough,new hampshire,33011,23854124,24416112,24782415,25514840
Dakota,minnesota,27037,24002005,24388284,24817284,25800389
Monterey,california,6053,24379259,24879466,25149109,25834713
Montgomery,ohio,39113,24958095,25000243,25413874,25846635
Lancaster,pennsylvania,42071,24930839,25009837,25768354,26442386
Midland,texas,48329,18765716,18797042,22611280,26786004
Lee,florida,12071,24022905,25401906,26207287,27046186
Pulaski,arkansas,5119,26416384,26975550,26639032,27208113
Greenville,south carolina,45045,25442589,25966035,26706178,27449115
Summit,ohio,39153,26663847,26817706,27010320,27469578
Charleston,south carolina,45019,24632471,25685960,26734903,27580595
Albany,new york,36001,27048252,27577236,27798104,27767672
Santa Barbara,california,6083,26252102,26107316,26861059,27855958
Waukesha,wisconsin,55133,26285446,26590180,27160073,28028503
Will,illinois,17197,26858890,27399059,27685330,28209374
Denton,texas,48121,24950914,25964632,27383654,28354188
Mercer,new jersey,34021,27806922,28160390,27815178,28459499
St. Louis City,missouri,29510,28906326,27687564,27479264,28460911
Sonoma,california,6097,25854007,26617535,27421167,28565621
Onondaga,new york,36067,27780869,27898437,28255882,28644000
Sedgwick,kansas,20173,25965017,27164874,27734703,28724113
El Paso,texas,48141,27333138,27579722,28070265,28974082
San Joaquin,california,6077,26817792,26805456,28027041,29257580
Jefferson,colorado,8059,26075796,27600781,28434307,29445620
Bucks,pennsylvania,42017,29447995,29840332,29839627,30571290
Delaware,pennsylvania,42045,29378671,29291807,29899618,30635413
Guilford,north carolina,37081,30734191,30328567,30886851,31387797
Arlington,virginia,51013,29339588,29667913,30470286,31513885
Monmouth,new jersey,34025,30500735,30842363,31018115,31954708
Providence,rhode island,44007,32512083,32514875,32363400,32410449
East Baton Rouge,louisiana,22033,31635259,31335354,31114864,32817001
El Paso,colorado,8041,30201637,30907788,32265733,33349174
Bernalillo,new mexico,35001,32750420,33592951,33219394,33852532
Durham,north carolina,37063,34363523,33897699,34665300,35921840
Macomb,michigan,26099,33597322,34515875,35408118,36366570
Union,new jersey,34039,35781217,35677223,35531624,36426964
Polk,iowa,19153,35696734,36688552,36211368,36757721
Somerset,new jersey,34035,33079642,34599973,36051564,37343694
DeKalb,georgia,13089,33778100,35049181,36167573,37396329
Kent,michigan,26081,36141084,36960150,37692523,38895591
Snohomish,washington,53061,36567210,36772962,37326140,39010008
Ramsey,minnesota,27123,37645716,38087301,38516113,39057292
Pierce,washington,53053,35627420,36441699,38099158,39615989
Pima,arizona,4019,36108903,37134412,38636977,40011352
Worcester,massachusetts,25027,38484393,38968029,39793112,40731879
Douglas,nebraska,31055,39642957,39116440,40808279,41051019
Dane,wisconsin,55025,38545541,40005328,40271291,41137645
Jefferson,alabama,1073,39503092,39475772,40567288,41774355
Prince George's,maryland,24033,39183813,40288797,40673672,41879165
Chester,pennsylvania,42029,39123747,40078808,41196741,41947957
Jackson,missouri,29095,40491120,40473928,40916261,42122646
New Castle,delaware,10003,44546988,42600438,42708813,42517640
Bronx,new york,36005,38864519,38921080,39819920,42695638
Essex,massachusetts,25009,40326051,41005451,42167576,43173489
Johnson,kansas,20091,39987062,41279166,42523370,43264041
Fresno,california,6019,39100161,39839249,41597807,43436946
Monroe,new york,36055,43140086,43381854,43624348,43857509
Arapahoe,colorado,8005,39956471,41013746,42654549,44037874
Gwinnett,georgia,13135,40829642,41633590,43164073,44198573
Hudson,new jersey,34017,41946981,42034951,43796480,44690400
Anne Arundel,maryland,24003,42104490,43433071,43912212,45313225
Cobb,georgia,13067,40155979,42103647,44249462,45417267
Baltimore City,maryland,24510,43432082,44465683,44769894,45594014
Tulsa,oklahoma,40143,45880533,42824288,44738008,46158530
Pinellas,florida,12103,43023746,44233572,45158454,46894199
Washington,oregon,41067,41410550,43342566,45299055,47541712
New Haven,connecticut,9009,46417757,47057608,47266161,48060270
Baltimore,maryland,24005,45698283,47681068,47570237,48916032
Jefferson,kentucky,21111,47191298,48115832,48991855,49831577
Kern,california,6029,48137003,49076083,50226164,49864234
Norfolk,massachusetts,25021,49028135,49343248,49807121,51010895
Erie,new york,36029,50320424,50556003,51067834,51595428
Essex,new jersey,34013,50829629,51344851,51601199,52311173
Morris,new jersey,34027,50235247,51655588,51699014,52564871
Ventura,california,6111,50480790,51798309,52776068,53439240
Milwaukee,wisconsin,55079,52404742,52747636,53251470,54269233
Shelby,tennessee,47157,55217782,55660164,56274641,57633301
Middlesex,new jersey,34023,55223378,56463802,56688188,58319626
Duval,florida,12031,53307586,54932423,57588045,59046312
Multnomah,oregon,41051,52471712,55332400,57293675,59722160
Collin,texas,48085,50887993,53840440,56082965,59917532
Lake,illinois,17097,57300737,57791108,58704142,60106642
Honolulu,hawaii,15003,57640119,58642584,59924134,61095819
Davidson,tennessee,47037,57477375,59360691,61051774,63848008
Oklahoma,oklahoma,40109,63844230,63020947,63498956,64803045
Bergen,new jersey,34003,64989040,64865064,64494856,66148892
Hamilton,ohio,39061,64157236,65651526,66604173,66977577
Montgomery,pennsylvania,42091,66088804,67769226,67635710,69918251
Denver,colorado,8031,64116859,64925150,67039713,70054379
Wake,north carolina,37183,61468221,64182144,66188586,70297010
St. Louis,missouri,27137,68843658,68373290,69780743,71640132
Palm Beach,florida,12099,65902060,67751333,70558459,72270528
Westchester,new york,36119,70147901,70992954,72788556,73404644
Hartford,connecticut,9003,75812380,75841426,76345801,75991079
Contra Costa,california,6013,71028489,70594339,75495547,77463188
Fairfield,connecticut,9001,78667116,77878283,77609152,77951236
Riverside,california,6065,72375487,74405465,77102154,79775504
Hillsborough,florida,12057,73150526,75304750,77317574,79951440
Salt Lake,utah,49035,73418343,75927259,77891878,80666565
Nassau,new york,36059,80269906,80681308,81313669,81196003
Suffolk,new york,36103,79155650,80043110,81130606,81211899
DuPage,illinois,17043,79834105,80271717,81750103,82596221
Marion,indiana,18097,79228275,80755236,81713747,82996653
San Bernardino,california,6071,77495694,79698867,82478302,85114555
Sacramento,california,6067,78935508,79773093,82506601,85235147
Montgomery,maryland,24031,79621199,83044022,83800001,86116398
Franklin,ohio,39049,82444864,83159605,84688146,86497107
Allegheny,pennsylvania,42003,83017798,82618284,84107607,86799511
Orange,florida,12095,77882979,81146561,84359305,87741273
Wayne,michigan,26163,84084627,85464905,86258000,88005730
Cuyahoga,ohio,39035,85763963,85879394,86988138,88717686
Kings,new york,36047,81205561,82653065,85445141,91559456
Queens,new york,36081,85740807,86540887,88148259,93310007
Broward,florida,12011,88623704,91380503,94231492,96874849
Bexar,texas,48029,90563914,92804535,93472254,97527759
Mecklenburg,north carolina,37119,92297858,92994049,95855607,97637010
Oakland,michigan,26125,94319703,97234958,98555068,100906866
Travis,texas,48453,88672286,92381463,96695331,102486231
"Fairfax, Fairfax City + Falls Church",virginia,51059,98383113,99252344,100825505,104001303
San Mateo,california,6081,86010720,91287140,99816105,104986153
Clark,nevada,32003,96610558,99198167,101392420,107622947
Tarrant,texas,48439,101178408,102172994,104650547,108786197
Philadelphia,pennsylvania,42101,105086826,110272136,106852689,110734916
Suffolk,massachusetts,25025,102340696,105533781,108741572,112691074
Hennepin,minnesota,27053,114465989,116975987,119283227,122552072
District of Columbia,district of columbia,11001,117238433,119567337,121011225,123981627
Alameda,california,6001,114592329,119447773,125803266,130701879
Miami-Dade,florida,12086,131624991,136396875,141349544,145882828
Fulton,georgia,13121,134304701,141794655,148753855,152383941
Middlesex,massachusetts,25017,144056910,146813885,150948251,157384459
San Francisco,california,6075,133969619,142435855,151359380,162541244
San Diego,california,6073,200564607,203882502,210693896,219361505
Maricopa,arizona,4013,197556651,204282531,211308745,220789933
Orange,california,6059,208517447,212281069,223791535,230145536
Dallas,texas,48113,220137057,226056902,233731905,241375801
King,washington,53033,232148577,241900372,257453872,277122158
Santa Clara,california,6085,251750330,268421986,287235403,316525538
Harris,texas,48201,358868375,350522882,351838302,361353488
Cook,illinois,17031,348451260,351380397,354454887,362063569
New York,new york,36061,573528969,585656623,601464989,600244287
Los Angeles,california,6037,653885024,667706082,688661590,710893266
